"Institution","Earnings after 6 years","Earnings after 8 years","Earnings after 10 years","City","State","Zip","url","Type","Retention"
"Laguna College of Art and Design",0.454,0.548,0.576,"Laguna Beach","CA","92651","www.lcad.edu","FullTime",0.8452
"Argosy University-The Art Institute of California-San Francisco",0.543,0.67,0.706,"San Francisco","CA","94102-4908","www.artinstitutes.edu/san-francisco/","FullTime",0.2564
"Loyola Marymount University",0.736,0.813,0.822,"Los Angeles","CA","90045-2659","www.lmu.edu","FullTime",0.9118
"Mount Saint Mary's University",0.784,0.8,0.791,"Los Angeles","CA","90049-1599","https://www.msmu.edu","FullTime",0.7608
"Musicians Institute",0.387,0.464,0.523,"Hollywood","CA","90028","www.mi.edu","FullTime",0.6333
"National University",0.76,0.792,0.807,"La Jolla","CA","92037-1011","www.nu.edu","FullTime",0.5652
"Notre Dame de Namur University",0.693,0.737,0.8,"Belmont","CA","94002-1908","www.ndnu.edu","FullTime",0.6795
"Hope International University",0.542,0.639,0.635,"Fullerton","CA","92831-3199","www.hiu.edu","FullTime",0.7245
"Pacific Union College",0.66,0.747,0.769,"Angwin","CA","94508-9707","www.puc.edu","FullTime",0.6845
"University of the Pacific",0.785,0.835,0.854,"Stockton","CA","95211-0197","www.pacific.edu","FullTime",0.8513
"University of Redlands",0.722,0.774,0.781,"Redlands","CA","92373-0999","www.redlands.edu","FullTime",0.8188
"San Diego State University",0.676,0.747,0.796,"San Diego","CA","92182-0001","www.sdsu.edu","FullTime",0.8863
"San Francisco Art Institute",0.472,0.542,0.545,"San Francisco","CA","94133-2299","www.sfai.edu","FullTime",0.5082
"San Francisco State University",0.664,0.728,0.769,"San Francisco","CA","94132","www.sfsu.edu","FullTime",0.8105
"University of San Francisco",0.769,0.807,0.836,"San Francisco","CA","94117-1080","https://www.usfca.edu","FullTime",0.8528
"William Jessup University",0.598,0.631,0.668,"Rocklin","CA","95765-3707","WWW.JESSUP.EDU","FullTime",0.7323
"San Jose State University",0.714,0.763,0.812,"San Jose","CA","95192-0001","www.sjsu.edu","FullTime",0.8672
"Santa Clara University",0.837,0.888,0.885,"Santa Clara","CA","95053","www.scu.edu","FullTime",0.9415
"Simpson University",0.557,0.572,0.606,"Redding","CA","96003-8606","www.simpsonu.edu","FullTime",0.6752
"Sonoma State University",0.662,0.717,0.766,"Rohnert Park","CA","94928-3609","www.sonoma.edu","FullTime",0.7943
"Vanguard University of Southern California",0.606,0.658,0.691,"Costa Mesa","CA","92626","https://www.vanguard.edu","FullTime",0.7328
"University of Southern California",0.798,0.834,0.856,"Los Angeles","CA","90089","www.usc.edu/","FullTime",0.9644
"Epic Bible College",0.488,0.451,0.441,"Sacramento","CA","95841","EPIC.edu","FullTime",1
"Whittier College",0.6,0.678,0.767,"Whittier","CA","90601","www.whittier.edu","FullTime",0.7783
"Woodbury University",0.608,0.704,0.731,"Burbank","CA","91504-1052","https://woodbury.edu/","FullTime",0.7333
"Adams State University",0.464,0.548,0.626,"Alamosa","CO","81101","www.adams.edu","FullTime",0.6165
"University of Colorado Denver/Anschutz Medical Campus",0.717,0.779,0.805,"Denver","CO","80217-3364","www.ucdenver.edu/","FullTime",0.6693
"University of Colorado Colorado Springs",0.639,0.676,0.728,"Colorado Springs","CO","80918","https://www.uccs.edu","FullTime",0.6633
"University of Colorado Boulder",0.691,0.74,0.792,"Boulder","CO","80309-0017","www.colorado.edu","FullTime",0.8657
"Colorado Christian University",0.61,0.645,0.695,"Lakewood","CO","80226","WWW.CCU.EDU","FullTime",0.7736
"The Art Institute of Colorado",0.467,0.53,0.591,"Denver","CO","80203-2983","www.artinstitutes.edu/denver/","FullTime",0.1923
"Colorado Mountain College",0.515,0.557,0.606,"Glenwood Springs","CO","81601-0233","coloradomtn.edu/","FullTime",0.5501
"Colorado School of Mines",0.901,0.871,0.89,"Golden","CO","80401","www.mines.edu","FullTime",0.9281
"Colorado State University-Fort Collins",0.68,0.731,0.782,"Fort Collins","CO","80523-0100","www.colostate.edu","FullTime",0.8178
"Colorado Technical University-Colorado Springs",0.498,0.567,0.686,"Colorado Springs","CO","80907-3812","www.coloradotech.edu/Colorado-Springs","FullTime",0.439
"Community College of Denver",0.478,0.513,0.558,"Denver","CO","80204-2026","www.ccd.edu","FullTime",0.5465
"University of Denver",0.739,0.803,0.829,"Denver","CO","80208","www.du.edu","FullTime",0.8713
"Fort Lewis College",0.502,0.555,0.631,"Durango","CO","81301-3999","fortlewis.edu/","FullTime",0.575
"Colorado Mesa University",0.556,0.61,0.652,"Grand Junction","CO","81501-3122","www.coloradomesa.edu","FullTime",0.7283
"Metropolitan State University of Denver",0.623,0.657,0.694,"Denver","CO","80217-3362","www.msudenver.edu/","FullTime",0.6345
"Naropa University",0.23,0.286,0.392,"Boulder","CO","80302-6697","www.naropa.edu","FullTime",0.6207
"Nazarene Bible College",0.518,0.57,0.513,"Colorado Springs","CO","80910","www.nbc.edu","FullTime",0.6667
"University of Northern Colorado",0.64,0.712,0.763,"Greeley","CO","80639","https://www.unco.edu","FullTime",0.7149
"Pueblo Community College",0.426,0.469,0.494,"Pueblo","CO","81004-1499","www.pueblocc.edu","FullTime",0.4721
"Red Rocks Community College",0.54,0.575,0.639,"Lakewood","CO","80228-1255","www.rrcc.edu","FullTime",0.4875
"Rocky Mountain College of Art and Design",0.473,0.495,0.578,"Lakewood","CO","80214","www.rmcad.edu","FullTime",0.5227
"Colorado State University-Pueblo",0.624,0.684,0.664,"Pueblo","CO","81001-4901","https://www.csupueblo.edu","FullTime",0.6311
"Western State Colorado University",0.526,0.581,0.668,"Gunnison","CO","81231","www.western.edu","FullTime",0.6401
"Albertus Magnus College",0.694,0.801,0.769,"New Haven","CT","06511-1189","www.albertus.edu","FullTime",0.6899
"Lincoln College of New England-Southington",0.53,0.58,0.603,"Southington","CT","06489-1057","www.lincolncollegene.edu","FullTime",0.5238
"University of Bridgeport",0.571,0.671,0.696,"Bridgeport","CT","06604-5620","www.bridgeport.edu","FullTime",0.7095
"Central Connecticut State University",0.704,0.754,0.786,"New Britain","CT","06050","www2.ccsu.edu/","FullTime",0.7645
"Charter Oak State College",0.711,0.753,0.619,"New Britain","CT","06053","https://www.charteroak.edu","FullTime",1
"University of Connecticut",0.771,0.828,0.859,"Storrs","CT","06269","uconn.edu/","FullTime",0.9363
"Eastern Connecticut State University",0.664,0.742,0.775,"Willimantic","CT","06226","www.easternct.edu/","FullTime",0.7712
"University of Hartford",0.663,0.733,0.766,"West Hartford","CT","06117-1599","www.hartford.edu","FullTime",0.735
"Holy Apostles College and Seminary",NA,NA,NA,"Cromwell","CT","06416-2005","www.holyapostles.edu","FullTime",1
"Mitchell College",0.429,0.503,0.568,"New London","CT","06320","www.mitchell.edu","FullTime",0.6471
"University of New Haven",0.7,0.776,0.84,"West Haven","CT","06516-1916","www.newhaven.edu","FullTime",0.7887
"Paier College of Art Inc",0.519,0.493,0.536,"Hamden","CT","06514-3902","www.paiercollegeofart.edu","FullTime",1
"Post University",0.603,0.625,0.705,"Waterbury","CT","06723","www.post.edu/","FullTime",0.3934
"Quinnipiac University",0.838,0.878,0.888,"Hamden","CT","06518","www.qu.edu","FullTime",0.8634
"University of Saint Joseph",0.706,0.764,0.805,"West Hartford","CT","06117","https://www.usj.edu","FullTime",0.768
"Southern Connecticut State University",0.668,0.735,0.765,"New Haven","CT","06515-1355","www.southernct.edu","FullTime",0.7792
"Western Connecticut State University",0.649,0.729,0.761,"Danbury","CT","06810-6826","www.wcsu.edu","FullTime",0.733
"Delaware State University",0.504,0.597,0.659,"Dover","DE","19901","www.desu.edu","FullTime",0.7067
"University of Delaware",0.785,0.847,0.861,"Newark","DE","19716","www.udel.edu/","FullTime",0.9128
"Goldey-Beacom College",0.643,0.703,0.772,"Wilmington","DE","19808","www.gbc.edu","FullTime",0.8165
"Wilmington University",0.69,0.722,0.736,"New Castle","DE","19720","www.wilmu.edu","FullTime",0.6559
"American University",0.761,0.822,0.838,"Washington","DC","20016-8001","WWW.AMERICAN.EDU","FullTime",0.898
"University of the District of Columbia",0.528,0.552,0.597,"Washington","DC","20008","www.udc.edu","FullTime",0.7333
"George Washington University",0.81,0.869,0.878,"Washington","DC","20052","https://www.gwu.edu","FullTime",0.9136
"Howard University",0.64,0.729,0.762,"Washington","DC","20059-0001","www.howard.edu","FullTime",0.94
"Strayer University-District of Columbia",0.59,0.679,0.744,"Washington","DC","20005","www.strayer.edu/district-columbia/washington","FullTime",0.375
"Trinity Washington University",0.577,0.623,0.663,"Washington","DC","20017-1094","www.trinitydc.edu","FullTime",0.5747
"The Art Institute of Fort Lauderdale",0.458,0.516,0.536,"Fort Lauderdale","FL","33316-3000","www.artinstitutes.edu/fort-lauderdale","FullTime",0.3273
"The Baptist College of Florida",0.454,0.573,0.57,"Graceville","FL","32440","www.baptistcollege.edu","FullTime",0.7188
"Barry University",0.694,0.738,0.765,"Miami","FL","33161-6695","www.barry.edu","FullTime",0.6138
"Bethune-Cookman University",0.384,0.489,0.535,"Daytona Beach","FL","32114-3099","www.cookman.edu","FullTime",0.6701
"Lynn University",0.604,0.653,0.664,"Boca Raton","FL","33431-5598","www.lynn.edu","FullTime",0.6948
"Carlos Albizu University-Miami",0.466,0.548,0.541,"Miami","FL","33172-2209","www.albizu.edu","FullTime",0.7143
"University of Central Florida",0.68,0.741,0.777,"Orlando","FL","32816","www.ucf.edu/","FullTime",0.8956
"South University-West Palm Beach",0.478,0.601,0.59,"Royal Palm Beach","FL","33411","www.southuniversity.edu/west-palm-beach#location=West%20Palm%20Beach,%20FL","FullTime",0.5385
"Eckerd College",0.544,0.682,0.71,"Saint Petersburg","FL","33711-4700","https://www.eckerd.edu","FullTime",0.8168
"Embry-Riddle Aeronautical University-Daytona Beach",0.77,0.825,0.854,"Daytona Beach","FL","32114-3900","daytonabeach.erau.edu/","FullTime",0.7992
"Florida Agricultural and Mechanical University",0.467,0.595,0.684,"Tallahassee","FL","32307","www.famu.edu","FullTime",0.826
"Florida Atlantic University",0.658,0.713,0.744,"Boca Raton","FL","33431-0991","www.fau.edu/","FullTime",0.7925
"AdventHealth University",0.794,0.815,0.821,"Orlando","FL","32803","www.ahu.edu","FullTime",0.7945
"Florida Institute of Technology",0.656,0.751,0.828,"Melbourne","FL","32901-6975","www.fit.edu","FullTime",0.7958
"Florida International University",0.684,0.731,0.764,"Miami","FL","33199","www.fiu.edu","FullTime",0.8841
"Florida Southern College",0.659,0.71,0.736,"Lakeland","FL","33801-5698","www.flsouthern.edu","FullTime",0.7978
"Florida State University",0.672,0.752,0.787,"Tallahassee","FL","32306-1037","www.fsu.edu","FullTime",0.9355
"University of Florida",0.735,0.797,0.832,"Gainesville","FL","32611","www.ufl.edu/","FullTime",0.9606
"AI Miami International University of Art and Design",0.438,0.493,0.552,"Miami","FL","33132-1418","www.artinstitutes.edu/miami/","FullTime",0.6634
"Jacksonville University",0.713,0.739,0.789,"Jacksonville","FL","32211-3394","https://www.ju.edu/index.php","FullTime",0.7132
"Keiser University-Ft Lauderdale",0.5,0.552,0.565,"Fort Lauderdale","FL","33309","www.keiseruniversity.edu","FullTime",0.8951
"Luther Rice College & Seminary",0.68,0.66,0.732,"Lithonia","GA","30038-9869","www.lutherrice.edu","FullTime",0
"University of Miami",0.745,0.822,0.83,"Coral Gables","FL","33146","www.miami.edu/","FullTime",0.9089
"University of North Florida",0.667,0.736,0.754,"Jacksonville","FL","32224-7699","www.unf.edu","FullTime",0.8088
"Nova Southeastern University",0.708,0.739,0.744,"Fort Lauderdale","FL","33314-7796","www.nova.edu","FullTime",0.7852
"Palm Beach Atlantic University",0.618,0.68,0.695,"West Palm Beach","FL","33401","www.pba.edu","FullTime",0.7615
"University of South Florida-Main Campus",0.673,0.719,0.754,"Tampa","FL","33620-9951","www.usf.edu","FullTime",0.9021
"Stetson University",0.606,0.706,0.722,"DeLand","FL","32723","www.stetson.edu","FullTime",0.7837
"Southeastern University",0.535,0.598,0.641,"Lakeland","FL","33801-6034","www.seu.edu/","FullTime",0.6687
"The University of Tampa",0.693,0.759,0.795,"Tampa","FL","33606-1490","www.ut.edu","FullTime",0.7777
"Trinity Baptist College",0.36,0.512,0.574,"Jacksonville","FL","32221","www.tbc.edu","FullTime",0.6351
"Warner University",0.609,0.668,0.679,"Lake Wales","FL","33859-8797","www.warner.edu/academics/undergraduate_programs/admissions/criteria-for-admission/","FullTime",0.573
"The University of West Florida",0.574,0.643,0.712,"Pensacola","FL","32514-5750","uwf.edu","FullTime",0.7702
"Abraham Baldwin Agricultural College",0.459,0.553,0.585,"Tifton","GA","31793-2601","www.abac.edu","FullTime",0.659
"Albany State University",0.42,0.556,0.598,"Albany","GA","31705","https://www.asurams.edu/","FullTime",0.7064
"Armstrong State University",0.604,0.701,0.699,"Savannah","GA","31419-1997","https://www.georgiasouthern.edu/","FullTime",0.65
"The Art Institute of Atlanta",0.408,0.494,0.548,"Atlanta","GA","30328-1635","www.artinstitutes.edu/atlanta","FullTime",0.2619
"Point University",0.487,0.526,0.59,"West Point","GA","31833","point.edu","FullTime",0.5204
"Atlanta Metropolitan State College",0.352,0.403,0.5,"Atlanta","GA","30310-4448","www.atlm.edu","FullTime",0.7143
"Clark Atlanta University",0.469,0.536,0.637,"Atlanta","GA","30314-4391","www.cau.edu","FullTime",0.7021
"Beulah Heights University",0.438,0.426,0.518,"Atlanta","GA","30316","www.beulah.edu","FullTime",0
"Brenau University",0.684,0.698,0.753,"Gainesville","GA","30501-3668","www.brenau.edu","FullTime",0.6513
"Brewton-Parker College",0.466,0.521,0.563,"Mount Vernon","GA","30445","www.bpc.edu","FullTime",0.4902
"College of Coastal Georgia",0.431,0.478,0.508,"Brunswick","GA","31520-3644","www.ccga.edu","FullTime",0.5842
"Carver Bible College",NA,NA,NA,"Atlanta","GA","30331","www.carver.edu","FullTime",0.25
"Clayton  State University",0.583,0.634,0.682,"Morrow","GA","30260-0285","www.clayton.edu","FullTime",0.6763
"Columbus State University",0.513,0.608,0.652,"Columbus","GA","31907-5645","www.columbusstate.edu","FullTime",0.7569
"Dalton State College",0.466,0.539,0.603,"Dalton","GA","30720-3797","https://www.daltonstate.edu/index.cms","FullTime",0.6842
"South University-Savannah",0.478,0.601,0.59,"Savannah","GA","31406","www.southuniversity.edu/savannah#location=Savannah,%20GA","FullTime",0.1429
"Fort Valley State University",0.354,0.472,0.572,"Fort Valley","GA","31030-4313","www.fvsu.edu","FullTime",0.7591
"Georgia Institute of Technology-Main Campus",0.862,0.883,0.905,"Atlanta","GA","30332-0530","www.gatech.edu","FullTime",0.9707
"Georgia Southwestern State University",0.543,0.592,0.654,"Americus","GA","31709-4693","https://gsw.edu/","FullTime",0.6519
"Georgia College & State University",0.669,0.704,0.738,"Milledgeville","GA","31061","www.gcsu.edu/","FullTime",0.8431
"Georgia Southern University",0.616,0.702,0.742,"Statesboro","GA","30460-8126","www.georgiasouthern.edu","FullTime",0.7945
"Georgia State University",0.63,0.689,0.725,"Atlanta","GA","30303-3083","www.gsu.edu","FullTime",0.8313
"University of Georgia",0.719,0.784,0.8,"Athens","GA","30602","www.uga.edu","FullTime",0.9548
"Gordon State College",0.419,0.51,0.567,"Barnesville","GA","30204","https://www.gordonstate.edu","FullTime",0.6277
"LaGrange College",0.624,0.638,0.698,"Lagrange","GA","30240-2999","www.lagrange.edu","FullTime",0.6511
"Life University",0.55,0.629,0.614,"Marietta","GA","30060","www.life.edu","FullTime",0.5893
"Herzing University-Atlanta",0.497,0.575,0.664,"Atlanta","GA","30303","https://www.herzing.edu","FullTime",0.2308
"Mercer University",0.672,0.775,0.794,"Macon","GA","31207","www.mercer.edu","FullTime",0.863
"Morehouse College",0.544,0.62,0.678,"Atlanta","GA","30314","www.morehouse.edu","FullTime",0.8372
"Paine College",0.273,0.362,0.504,"Augusta","GA","30901-3182","www.paine.edu","FullTime",0.4752
"Piedmont College",0.694,0.675,0.724,"Demorest","GA","30535-0010","www.piedmont.edu","FullTime",0.6667
"Reinhardt University",0.568,0.619,0.645,"Waleska","GA","30183-2981","www.reinhardt.edu","FullTime",0.5927
"Savannah College of Art and Design",0.523,0.583,0.62,"Savannah","GA","31402-3146","www.scad.edu","FullTime",0.8326
"Savannah State University",0.398,0.486,0.577,"Savannah","GA","31404-5310","www.savannahstate.edu/","FullTime",0.5802
"Shorter University",0.596,0.689,0.774,"Rome","GA","30165","www.shorter.edu/","FullTime",0.5268
"Spelman College",0.582,0.703,0.757,"Atlanta","GA","30314-4399","www.spelman.edu","FullTime",0.8945
"Thomas University",0.611,0.652,0.591,"Thomasville","GA","31792","www.thomasu.edu","FullTime",0.5417
"Toccoa Falls College",0.433,0.5,0.538,"Toccoa Falls","GA","30598","tfc.edu","FullTime",0.657
"Truett McConnell University",0.38,0.521,0.618,"Cleveland","GA","30528","https://truett.edu","FullTime",0.6835
"Valdosta State University",0.579,0.65,0.691,"Valdosta","GA","31698","www.valdosta.edu","FullTime",0.6871
"Wesleyan College",0.49,0.569,0.554,"Macon","GA","31210-4462","www.wesleyancollege.edu","FullTime",0.6699
"University of West Georgia",0.581,0.675,0.693,"Carrollton","GA","30118-0001","www.westga.edu","FullTime",0.7238
"Chaminade University of Honolulu",0.539,0.616,0.679,"Honolulu","HI","96816-1578","https://www.chaminade.edu","FullTime",0.7734
"University of Hawaii at Hilo",0.498,0.598,0.619,"Hilo","HI","96720-4091","https://hilo.hawaii.edu","FullTime",0.6816
"University of Hawaii at Manoa",0.639,0.701,0.751,"Honolulu","HI","96822-2217","https://manoa.hawaii.edu","FullTime",0.7884
"Hawaii Pacific University",0.628,0.741,0.787,"Honolulu","HI","96813","https://www.hpu.edu/","FullTime",0.6459
"University of Hawaii-West Oahu",0.684,0.661,0.655,"Kapolei","HI","96707-4507","https://westoahu.hawaii.edu","FullTime",0.6541
"Boise Bible College",0.443,0.456,0.508,"Boise","ID","83714-1220","www.boisebible.edu","FullTime",0.8095
"Boise State University",0.569,0.629,0.668,"Boise","ID","83725","www.boisestate.edu","FullTime",0.7975
"Idaho State University",0.553,0.595,0.633,"Pocatello","ID","83209","www.isu.edu/","FullTime",0.6458
"University of Idaho",0.59,0.671,0.734,"Moscow","ID","83844-2282","www.uidaho.edu","FullTime",0.8167
"The College of Idaho",0.549,0.667,0.719,"Caldwell","ID","83605-4432","www.collegeofidaho.edu","FullTime",0.7764
"Lewis-Clark State College",0.557,0.61,0.622,"Lewiston","ID","83501-2698","www.lcsc.edu","FullTime",0.5718
"Northwest Nazarene University",0.566,0.671,0.679,"Nampa","ID","83686-5897","www.nnu.edu","FullTime",0.7946
"Brigham Young University-Idaho",0.544,0.623,0.666,"Rexburg","ID","83460-1690","www.byui.edu","FullTime",0.7244
"American Academy of Art",0.417,0.449,0.557,"Chicago","IL","60604-4302","www.aaart.edu","FullTime",0.75
"American Islamic College",NA,NA,NA,"Chicago","IL","60613","www.aicusa.edu","FullTime",0.5
"School of the Art Institute of Chicago",0.455,0.558,0.583,"Chicago","IL","60603","www.saic.edu","FullTime",0.8077
"Augustana College",0.754,0.807,0.853,"Rock Island","IL","61201-2296","www.augustana.edu","FullTime",0.8651
"Aurora University",0.712,0.752,0.745,"Aurora","IL","60506-4892","aurora.edu","FullTime",0.7347
"Blackburn College",0.509,0.613,0.69,"Carlinville","IL","62626","www.blackburn.edu","FullTime",0.5562
"Chicago State University",0.528,0.553,0.596,"Chicago","IL","60628-1598","www.csu.edu","FullTime",0.6053
"Columbia College Chicago",0.478,0.575,0.604,"Chicago","IL","60605-1996","www.colum.edu","FullTime",0.6595
"DePaul University",0.734,0.776,0.793,"Chicago","IL","60604","https://www.depaul.edu","FullTime",0.8356
"Eastern Illinois University",0.645,0.702,0.767,"Charleston","IL","61920","https://www.eiu.edu/","FullTime",0.7468
"Greenville University",0.557,0.645,0.663,"Greenville","IL","62246","www.greenville.edu","FullTime",0.7273
"University of Illinois at Chicago",0.695,0.779,0.809,"Chicago","IL","60607","www.uic.edu","FullTime",0.7982
"Benedictine University",0.697,0.76,0.773,"Lisle","IL","60532-0900","www.ben.edu","FullTime",0.7283
"University of Illinois at Urbana-Champaign",0.78,0.834,0.87,"Champaign","IL","61820-5711","www.illinois.edu/","FullTime",0.9245
"Argosy University-Chicago",0.543,0.67,0.706,"Chicago","IL","60601","www.argosy.edu/chicago","FullTime",0.5
"Illinois State University",0.765,0.79,0.818,"Normal","IL","61790-1000","illinoisstate.edu/","FullTime",0.8064
"Judson University",0.644,0.696,0.713,"Elgin","IL","60123-1498","www.judsonu.edu","FullTime",0.7175
"Kendall College",0.567,0.645,0.696,"Chicago","IL","60642","www.nl.edu","FullTime",0.4828
"Lake Forest College",0.698,0.789,0.796,"Lake Forest","IL","60045-2399","www.lakeforest.edu","FullTime",0.852
"Lewis University",0.721,0.777,0.798,"Romeoville","IL","60446-2200","www.lewisu.edu","FullTime",0.8037
"Lincoln Christian University",0.417,0.543,0.571,"Lincoln","IL","62656-2111","www.lincolnchristian.edu","FullTime",0.8228
"Loyola University Chicago",0.755,0.816,0.834,"Chicago","IL","60660","https://www.luc.edu","FullTime",0.8317
"Methodist College",0.895,0.842,NA,"Peoria","IL","61615","www.methodistcol.edu","FullTime",0.8421
"Moody Bible Institute",0.471,NA,NA,"Chicago","IL","60610-3284","https://www.moody.edu","FullTime",0.8327
"National Louis University",0.684,0.725,0.732,"Chicago","IL","60603","www.nl.edu","FullTime",0.6837
"Northern Illinois University",0.664,0.746,0.768,"Dekalb","IL","60115-2828","www.niu.edu","FullTime",0.7315
"Northeastern Illinois University",0.595,0.64,0.669,"Chicago","IL","60625-4699","www.neiu.edu/","FullTime",0.4641
"The Illinois Institute of Art-Chicago",0.481,0.552,0.603,"Chicago","IL","60654-1593","www.artinstitutes.edu/chicago","FullTime",0.5156
"Robert Morris University Illinois",0.544,0.583,0.582,"Chicago","IL","60605","https://robertmorris.edu/","FullTime",0.5073
"Roosevelt University",0.662,0.694,0.74,"Chicago","IL","60605-1394","www.roosevelt.edu","FullTime",0.6399
"University of Illinois at Springfield",0.659,0.72,0.778,"Springfield","IL","62703-5407","www.uis.edu","FullTime",0.7763
"Southern Illinois University-Carbondale",0.603,0.682,0.74,"Carbondale","IL","62901-4512","www.siu.edu","FullTime",0.6723
"Southern Illinois University-Edwardsville",0.677,0.732,0.756,"Edwardsville","IL","62026-1259","www.siue.edu","FullTime",0.7306
"Trinity International University-Illinois",0.603,0.637,0.701,"Deerfield","IL","60015-1283","www.tiu.edu","FullTime",0.6735
"Western Illinois University",0.662,0.717,0.756,"Macomb","IL","61455","www.wiu.edu","FullTime",0.6783
"Anderson University",0.578,0.677,0.677,"Anderson","IN","46012-3495","https://anderson.edu","FullTime",0.7281
"Ball State University",0.651,0.704,0.746,"Muncie","IN","47306","www.bsu.edu","FullTime",0.7825
"Bethel College-Indiana",0.606,0.645,0.678,"Mishawaka","IN","46545-5591","www.betheluniversity.edu","FullTime",0.7924
"Butler University",0.812,0.845,0.85,"Indianapolis","IN","46208","www.butler.edu","FullTime",0.8884
"Calumet College of Saint Joseph",0.598,0.668,0.685,"Whiting","IN","46394","www.ccsj.edu","FullTime",0.495
"Holy Cross College",0.583,0.649,0.667,"Notre Dame","IN","46556-0308","www.hcc-nd.edu","FullTime",0.4512
"Huntington University",0.59,0.663,0.661,"Huntington","IN","46750","www.huntington.edu","FullTime",0.801
"Purdue University Fort Wayne",0.565,0.626,0.657,"Fort Wayne","IN","46805-1499","www.pfw.edu","FullTime",0.5822
"Indiana University-Purdue University-Indianapolis",0.682,0.715,0.736,"Indianapolis","IN","46202-5143","www.iupui.edu","FullTime",0.752
"Harrison College-Indianapolis",0.375,0.399,0.419,"Indianapolis","IN","46204-2611","https://harrison.edu","FullTime",0.5
"University of Indianapolis",0.673,0.714,0.719,"Indianapolis","IN","46227-3697","uindy.edu","FullTime",0.7525
"Indiana Institute of Technology",0.641,0.724,0.758,"Fort Wayne","IN","46803-1228","www.indianatech.edu","FullTime",0.605
"University of Southern Indiana",0.571,0.622,0.675,"Evansville","IN","47712","www.usi.edu","FullTime",0.7049
"Indiana State University",0.595,0.665,0.715,"Terre Haute","IN","47809","https://www.indstate.edu","FullTime",0.6785
"Indiana University-Kokomo",0.595,0.639,0.67,"Kokomo","IN","46902-9003","www.iuk.edu","FullTime",0.603
"Indiana University-South Bend",0.532,0.623,0.639,"South Bend","IN","46615-7111","https://iusb.edu/","FullTime",0.6574
"Indiana University-Bloomington",0.725,0.768,0.793,"Bloomington","IN","47405-7000","www.indiana.edu/","FullTime",0.9136
"Indiana University-Northwest",0.527,0.597,0.639,"Gary","IN","46408-1197","www.iun.edu","FullTime",0.6856
"Indiana University-Southeast",0.568,0.648,0.706,"New Albany","IN","47150","https://ius.edu/","FullTime",0.5867
"Indiana University-East",0.539,0.568,0.579,"Richmond","IN","47374-1289","www.iue.edu/","FullTime",0.6561
"Martin University",0.291,0.393,0.431,"Indianapolis","IN","46218-0567","www.martin.edu","FullTime",0.5714
"Oakland City University",0.525,0.591,0.594,"Oakland City","IN","47660-1099","www.oak.edu","FullTime",0.7558
"University of Saint Francis-Fort Wayne",0.659,0.697,0.75,"Fort Wayne","IN","46808-3994","www.sf.edu","FullTime",0.7165
"Saint Mary-of-the-Woods College",0.503,0.586,0.601,"Saint Mary of the Woods","IN","47876-1099","www.smwc.edu","FullTime",0.6582
"Vincennes University",0.492,0.554,0.594,"Vincennes","IN","47591","https://www.vinu.edu","FullTime",0.5238
"Dordt College",0.676,0.707,0.712,"Sioux Center","IA","51250-1697","www.dordt.edu","FullTime",0.8114
"Drake University",0.805,0.818,0.87,"Des Moines","IA","50311-4505","www.drake.edu","FullTime",0.868
"University of Dubuque",0.662,0.702,0.72,"Dubuque","IA","52001","www.dbq.edu","FullTime",0.5912
"Emmaus Bible College",0.467,0.48,0.602,"Dubuque","IA","52001-3096","www.emmaus.edu","FullTime",0.6923
"Graceland University-Lamoni",0.644,0.661,0.67,"Lamoni","IA","50140","www.graceland.edu","FullTime",0.6211
"Grand View University",0.702,0.731,0.768,"Des Moines","IA","50316","www.grandview.edu","FullTime",0.6697
"Purdue University Global-Cedar Rapids",0.432,0.514,0.595,"Cedar Rapids","IA","52404","https://www.purdueglobal.edu/campus-locations/cedar-rapids-iowa/","FullTime",1
"Iowa State University",0.765,0.805,0.836,"Ames","IA","50011-2103","www.iastate.edu","FullTime",0.8747
"Iowa Wesleyan University",0.592,0.65,0.694,"Mount Pleasant","IA","52641","https://www.iw.edu","FullTime",0.5879
"University of Iowa",0.769,0.812,0.841,"Iowa City","IA","52242-1316","www.uiowa.edu","FullTime",0.8598
"Maharishi University of Management",0.366,0.342,0.452,"Fairfield","IA","52557","https://www.mum.edu","FullTime",0.75
"Mercy College of Health Sciences",0.801,0.795,0.783,"Des Moines","IA","50309-1239","www.mchs.edu","FullTime",0.375
"Mount Mercy University",0.799,0.8,0.81,"Cedar Rapids","IA","52402-4797","www.mtmercy.edu","FullTime",0.75
"University of Northern Iowa",0.739,0.778,0.817,"Cedar Falls","IA","50614-0005","www.uni.edu","FullTime",0.8132
"Northwestern College",0.682,0.653,0.701,"Orange City","IA","51041","https://www.nwciowa.edu/","FullTime",0.7722
"Saint Ambrose University",0.734,0.769,0.781,"Davenport","IA","52803-2898","www.sau.edu","FullTime",0.7815
"Upper Iowa University",0.718,0.727,0.737,"Fayette","IA","52142-1857","https://www.uiu.edu","FullTime",0.5592
"Waldorf University",0.589,0.655,0.724,"Forest City","IA","50436-1713","www.waldorf.edu","FullTime",0.4621
"Baker University",0.795,0.786,0.809,"Baldwin City","KS","66006-0065","https://www.bakeru.edu","FullTime",0.6807
"Donnelly College",0.34,0.375,0.437,"Kansas City","KS","66102","donnelly.edu","FullTime",0.5244
